0.000000,0.000000,1.041681
0.000000,0.000000,1.042552
0.000000,0.000000,1.040989
0.000000,0.000000,1.042766
0.000000,0.000000,1.044428
0.000000,0.000000,1.044452
0.000000,0.000000,1.042084
0.000000,0.000000,1.044121
0.000000,0.000000,1.044645
0.000000,0.000000,1.047668
0.000000,0.000000,1.042281
0.000000,0.000000,1.042280
0.000000,0.000000,1.044831
0.000000,0.000000,1.044380
0.000000,0.000000,1.047189
0.000000,0.000000,1.044935
0.000000,0.000000,1.045356
0.000000,0.000000,1.044261
0.000000,0.000000,1.048386
0.000000,0.000000,1.047000
0.000000,0.000000,1.050865
91.524406,0.000000,0.000000
91.912483,0.000000,0.000000
91.894409,0.000000,0.000000
91.835449,0.000000,0.000000
92.093155,0.000000,0.000000
92.269829,0.000000,0.000000
92.315018,0.000000,0.000000
92.377464,0.000000,0.000000
92.470222,0.000000,0.000000
92.417244,0.000000,0.000000
92.604027,0.000000,0.000000
92.536201,0.000000,0.000000
92.669922,0.000000,0.000000
92.791466,0.000000,0.000000
92.832893,0.000000,0.000000
92.949539,0.000000,0.000000
93.108299,0.000000,0.000000
93.130264,0.000000,0.000000
92.893456,0.000000,0.000000
93.136475,0.000000,0.000000
93.372963,0.000000,0.000000
0.000000,358.515686,0.000000
0.000000,357.852448,0.000000
0.000000,357.062225,0.000000
0.000000,358.477722,0.000000
0.000000,359.726471,0.000000
0.000000,357.762177,0.000000
0.000000,359.884918,0.000000
0.000000,359.320038,0.000000
0.000000,358.806885,0.000000
0.000000,359.001343,0.000000
0.000000,360.773285,0.000000
0.000000,360.513763,0.000000
0.000000,361.554657,0.000000
0.000000,360.436798,0.000000
0.000000,361.786713,0.000000
0.000000,361.005188,0.000000
0.000000,361.353149,0.000000
0.000000,361.874908,0.000000
0.000000,361.874817,0.000000
0.000000,363.004944,0.000000
0.000000,364.043243,0.000000
Basic runtime: 21.937151
Mutex runtime: 7564.631836
Tm runtime: 1943.135132
Transactional memory test completed
